date,last_read,new_read,withdrawl,withdrawl_price,withdrawl_by_cash,paid,left
2025-08-01,0.0,4.7,4.7,45.0,211.5,133.0,-78.5
2025-08-13,4.7,12.9,8.2,43.7,358.34,442.0,83.66000000000003
2025-08-21,12.9,21.6,8.700000000000001,40.0,348.00000000000006,432.0,83.99999999999994
2025-08-29,21.6,43.2,21.6,35.0,756.0,756.0,0.0
