date,last_read,new_read,withdrawl,withdrawl_price,withdrawl_by_cash,paid,left
2025-08-07,556.0,556.4,0.3999999999999772,45.0,17.999999999998977,60.0,42.00000000000102
2025-08-13,556.4,557.9,1.5,43.7,65.55000000000001,120.0,54.44999999999999
2025-08-21,557.9,560.0,2.1000000000000227,40.0,84.00000000000091,84.0,-9.094947017729282e-13
2025-08-29,560.0,562.2,2.2000000000000455,35.0,77.00000000000159,77.0,-1.5916157281026244e-12
