date,last_read,new_read,withdrawl,withdrawl_price,withdrawl_by_cash,paid,left
2025-08-07,384.5,385.9,1.3999999999999773,45.0,62.99999999999898,158.0,95.00000000000102
2025-08-13,385.9,391.0,5.100000000000023,43.7,222.870000000001,223.0,0.1299999999990007
2025-08-27,391.0,399.7,8.699999999999989,40.0,347.99999999999955,348.0,4.547473508864641e-13
2025-08-29,399.7,405.2,5.5,35.0,192.5,192.5,0.0
